Date,Real,Predicted,,RSME,R-Sqaured
6/16/2021,72.15,70.36245,,,
6/17/2021,71.04,67.998215,,,
6/18/2021,71.64,68.17744,,,
6/21/2021,73.66,68.82416,,,
6/22/2021,73.06,68.629585,,,
6/23/2021,73.08,70.909615,,,
6/24/2021,73.3,70.98288,,,
6/25/2021,74.05,69.19873,,,
6/28/2021,72.91,70.32153,,,
6/29/2021,72.98,68.10417,,,
6/30/2021,73.47,69.85349,,,
7/1/2021,75.23,68.71561,,,
7/2/2021,75.16,69.70444,,,
7/4/2021,75.14,71.658966,,,
7/5/2021,76.25,69.987404,,,
7/6/2021,73.37,71.71932,,,
7/7/2021,72.2,70.68678,,,
7/8/2021,72.94,71.145134,,,
7/9/2021,74.56,71.23987,,,
7/12/2021,74.1,69.903336,,,
7/13/2021,75.25,68.01429,,,
7/14/2021,73.13,68.719604,,,
7/15/2021,71.65,69.49304,,,
7/16/2021,71.81,67.481705,,,
7/19/2021,66.42,69.2988,,,
7/20/2021,67.42,64.51364,,,
7/21/2021,70.3,64.16339,,,
7/22/2021,71.91,64.54987,,,
7/23/2021,72.07,63.69261,,,
7/26/2021,71.91,66.39219,,,
7/27/2021,71.65,66.47384,,,
7/28/2021,72.39,66.50094,,,
7/29/2021,73.62,67.3329,,,
7/30/2021,73.95,68.469025,,,
8/2/2021,71.26,69.62111,,,
8/3/2021,70.56,65.2878,,,
8/4/2021,68.15,66.23367,,,
8/5/2021,69.09,62.672985,,,
8/6/2021,68.28,64.55007,,,
8/9/2021,66.48,64.791565,,,
8/10/2021,68.29,62.72234,,,
8/11/2021,69.25,60.715435,,,
8/12/2021,69.09,61.821877,,,
8/13/2021,68.44,60.496986,,,
8/16/2021,67.29,62.88659,,,
8/17/2021,66.59,62.980007,,,
8/18/2021,65.46,60.767807,,,
8/19/2021,63.69,61.702232,,,
8/20/2021,62.32,59.30289,,,
8/23/2021,65.64,61.3586,,,
8/24/2021,67.54,61.15546,,,
8/25/2021,68.36,61.9607,,,
8/26/2021,67.42,65.52486,,,
8/27/2021,68.74,61.798058,,,
8/30/2021,69.21,64.267365,,,
8/31/2021,68.5,64.93367,,,
9/1/2021,68.59,66.172806,,,
9/2/2021,69.99,64.3466,,,
9/3/2021,69.29,65.754875,,,
9/5/2021,68.75,68.60756,,,
9/6/2021,68.8,64.559456,,,
9/7/2021,68.35,64.6319,,,
9/8/2021,69.3,66.61722,,,
9/9/2021,68.14,66.643684,,,
9/10/2021,69.72,69.57184,,,
9/13/2021,70.45,66.93063,,,
9/14/2021,70.46,65.07966,,,
9/15/2021,72.61,66.658035,,,
9/16/2021,72.61,70.67342,,,
9/17/2021,71.97,71.37785,,,
9/20/2021,70.29,71.0506,,,
9/21/2021,70.56,69.46456,,,
9/22/2021,72.23,69.039696,,,
9/23/2021,73.3,68.34419,,,
9/24/2021,73.98,71.63964,,,
9/27/2021,75.45,71.32789,,,
9/28/2021,75.29,70.950294,,,
9/29/2021,74.83,71.87009,,,
9/30/2021,75.03,72.410706,,,
10/1/2021,75.88,72.56125,,,
10/4/2021,77.62,74.76155,,,
10/5/2021,78.93,74.42468,,,
10/6/2021,77.43,74.06102,,,
10/7/2021,78.3,74.98007,,,
10/8/2021,79.35,73.14616,,,
10/11/2021,80.52,74.456375,,,
10/12/2021,80.64,74.91925,,,
10/13/2021,80.44,74.856514,,,
10/14/2021,81.31,76.055855,,,
10/15/2021,82.28,77.52761,,,
10/18/2021,82.44,78.36319,,,
10/19/2021,82.96,79.105736,,,
10/20/2021,83.87,78.65899,,,
10/21/2021,82.5,79.13777,,,
10/22/2021,83.76,78.76622,,,
10/25/2021,83.76,79.38075,,,
10/26/2021,84.65,79.67916,,,
10/27/2021,82.66,79.60585,,,
10/28/2021,82.81,80.444,,,
10/29/2021,83.57,79.964905,,,
11/1/2021,84.05,79.70426,,,
11/2/2021,83.91,78.97027,,,
11/3/2021,80.86,78.54425,,,
11/4/2021,78.81,78.69183,,,
11/5/2021,81.27,79.193344,,,
11/8/2021,81.93,77.72925,,,
11/9/2021,84.15,75.77908,,,
11/10/2021,81.34,76.50642,,,
11/11/2021,81.59,77.52554,,,
11/12/2021,80.79,77.44186,,,
11/15/2021,80.88,76.73536,,,
11/16/2021,80.76,75.18546,,,
11/17/2021,78.36,76.435265,,,
11/18/2021,79.01,75.608826,,,
11/19/2021,76.1,75.9002,,,
11/22/2021,76.75,74.76984,,,
11/23/2021,78.5,74.047806,,,
11/24/2021,78.39,72.00332,,,
11/25/2021,77.41,70.991875,,,
11/26/2021,68.15,71.56898,,,
11/29/2021,69.95,72.38196,,,
11/30/2021,66.18,70.42754,,,
12/1/2021,65.57,66.119576,,,
12/2/2021,66.5,61.9955,,,
12/3/2021,66.26,61.118156,,,
12/6/2021,69.49,63.882065,,,
12/7/2021,72.05,60.64318,,,
12/8/2021,72.36,65.92945,,,
12/9/2021,70.94,69.23439,,,
12/10/2021,71.67,67.39204,,,
12/13/2021,71.29,69.71735,,,
12/14/2021,70.73,67.82694,,,
12/15/2021,70.87,67.9099,,,
12/16/2021,72.38,67.96234,,,
12/17/2021,70.86,68.57449,,,
12/20/2021,68.23,69.11462,,,
12/21/2021,71.12,66.39837,,,
12/22/2021,72.76,63.876373,,,
12/23/2021,73.79,67.50626,,,
12/27/2021,75.57,67.76099,,,
12/28/2021,75.98,68.70804,,,
12/29/2021,76.56,70.540596,,,
12/30/2021,76.99,68.08788,,,
12/31/2021,75.21,69.2252,,,
1/3/2022,76.08,69.92737,,,
1/4/2022,76.99,71.5774,,,
1/5/2022,77.85,71.87307,,,
1/6/2022,79.46,71.30966,,,
1/7/2022,78.9,70.864975,,,
1/10/2022,78.23,76.58306,,,
1/11/2022,81.22,77.03075,,,
1/12/2022,82.64,75.73054,,,
1/13/2022,82.12,76.854485,,,
1/14/2022,83.82,77.894066,,,
1/16/2022,83.83,77.659164,,,
1/17/2022,83.69,78.88123,,,
1/18/2022,85.43,78.81912,,,
1/19/2022,86.96,79.29113,,,
1/20/2022,86.9,81.063286,,,
1/21/2022,85.14,81.99773,,,
1/24/2022,83.31,81.36368,,,
1/25/2022,85.6,80.9176,,,
1/26/2022,87.35,79.58123,,,
1/27/2022,86.61,78.75898,,,
1/28/2022,86.82,77.983505,,,
1/31/2022,88.15,80.659966,,,
2/1/2022,88.2,82.309494,,,
2/2/2022,88.26,82.25707,,,
2/3/2022,90.27,82.0905,,,
2/4/2022,92.31,81.79865,,,
2/7/2022,91.32,82.82565,,,
2/8/2022,89.36,82.375275,,,
2/9/2022,89.66,84.26677,,,
2/10/2022,89.88,84.96124,,,
2/11/2022,93.1,83.85463,,,
2/14/2022,95.46,83.43826,,,
2/15/2022,92.07,85.01746,,,
2/16/2022,93.66,85.131454,,,
2/17/2022,91.76,85.60001,,,
2/18/2022,91.07,86.03841,,,
2/20/2022,91.62,86.06147,,,
2/21/2022,92.65,85.02186,,,
2/22/2022,92.35,84.664,,,
2/23/2022,92.1,85.62259,,,
2/24/2022,92.81,85.48139,,,
2/25/2022,91.59,85.999054,,,
2/28/2022,95.72,85.97017,,,
3/1/2022,103.41,85.739044,,,
3/2/2022,111.38,87.09874,,,
