Date,Real,Predicted,,,RMSE,R-Squared
7/20/2018,70.46,26.268555,,,0.23354,-4.09788
7/23/2018,67.89,26.072628,,,,
7/24/2018,68.52,25.812649,,,,
7/25/2018,69.3,25.859846,,,,
7/26/2018,69.61,25.531477,,,,
7/27/2018,68.69,25.217598,,,,
7/30/2018,70.13,24.879898,,,,
7/31/2018,68.76,25.051172,,,,
8/1/2018,67.66,25.298262,,,,
8/2/2018,68.96,25.131361,,,,
8/3/2018,68.49,25.215826,,,,
8/6/2018,69.01,25.031069,,,,
8/7/2018,69.17,24.813116,,,,
8/8/2018,66.94,24.37175,,,,
8/9/2018,66.81,24.285784,,,,
8/10/2018,67.63,24.245777,,,,
8/13/2018,67.2,24.125399,,,,
8/14/2018,67.04,23.986622,,,,
8/15/2018,65.01,24.39759,,,,
8/16/2018,65.46,24.288034,,,,
8/17/2018,65.91,24.274185,,,,
8/20/2018,66.43,24.501741,,,,
8/21/2018,67.35,24.578781,,,,
8/22/2018,67.86,24.695114,,,,
8/23/2018,67.83,25.033453,,,,
8/24/2018,68.72,25.144567,,,,
8/27/2018,68.87,25.333193,,,,
8/28/2018,68.53,25.44417,,,,
8/29/2018,69.51,25.275324,,,,
8/30/2018,70.25,25.048477,,,,
8/31/2018,69.8,25.28771,,,,
9/2/2018,69.92,25.072763,,,,
9/3/2018,70.12,25.183989,,,,
9/4/2018,69.87,25.068083,,,,
9/5/2018,68.72,25.272682,,,,
9/6/2018,67.77,25.433546,,,,
9/7/2018,67.75,25.108694,,,,
9/10/2018,67.54,25.173664,,,,
9/11/2018,69.25,25.168365,,,,
9/12/2018,70.37,24.872686,,,,
9/13/2018,68.59,24.845707,,,,
9/14/2018,68.99,24.970766,,,,
9/17/2018,68.91,24.959295,,,,
9/18/2018,69.85,24.99199,,,,
9/19/2018,71.12,25.129108,,,,
9/20/2018,70.8,24.859919,,,,
9/21/2018,70.78,24.983667,,,,
9/24/2018,72.08,25.546953,,,,
9/25/2018,72.28,26.119781,,,,
9/26/2018,71.57,26.254032,,,,
9/27/2018,72.12,26.100784,,,,
9/28/2018,73.25,26.40754,,,,
10/1/2018,75.3,26.117832,,,,
10/2/2018,75.23,25.795525,,,,
10/3/2018,76.41,25.31725,,,,
10/4/2018,74.33,25.207067,,,,
10/5/2018,74.34,25.163498,,,,
10/8/2018,74.29,25.205696,,,,
10/9/2018,74.96,25.801151,,,,
10/10/2018,73.17,25.6117,,,,
10/11/2018,70.97,25.778742,,,,
10/12/2018,71.34,25.742691,,,,
10/15/2018,71.78,25.896002,,,,
10/16/2018,71.92,25.73833,,,,
10/17/2018,69.75,25.986511,,,,
10/18/2018,68.65,25.942366,,,,
10/19/2018,69.12,25.32007,,,,
10/22/2018,69.17,24.656593,,,,
10/23/2018,66.43,24.478174,,,,
10/24/2018,66.82,24.010988,,,,
10/25/2018,67.33,24.076971,,,,
10/26/2018,67.59,24.520212,,,,
10/29/2018,67.04,24.737587,,,,
10/30/2018,66.18,24.588667,,,,
10/31/2018,65.31,25.22246,,,,
11/1/2018,63.69,25.31018,,,,
11/2/2018,63.14,25.177181,,,,
11/5/2018,63.1,25.27296,,,,
11/6/2018,62.21,25.139997,,,,
11/7/2018,61.67,24.548815,,,,
11/8/2018,60.67,24.34698,,,,
11/9/2018,60.19,24.663252,,,,
11/12/2018,59.93,24.77527,,,,
11/13/2018,55.69,25.283184,,,,
11/14/2018,56.25,25.368004,,,,
11/15/2018,56.46,25.811241,,,,
11/16/2018,56.46,26.046272,,,,
11/19/2018,56.76,25.261553,,,,
11/20/2018,53.43,25.261908,,,,
11/21/2018,54.63,25.013657,,,,
11/22/2018,54.02,24.853436,,,,
11/23/2018,50.42,24.56868,,,,
11/26/2018,51.63,24.965858,,,,
11/27/2018,51.56,25.097427,,,,
11/28/2018,50.29,25.064184,,,,
11/29/2018,51.45,24.318491,,,,
11/30/2018,50.93,24.275951,,,,
12/3/2018,52.95,23.698988,,,,
12/4/2018,53.25,23.435411,,,,
12/5/2018,52.89,23.32375,,,,
12/6/2018,51.49,23.70835,,,,
12/7/2018,52.61,23.981768,,,,
12/10/2018,51,24.397627,,,,
12/11/2018,51.65,24.256142,,,,
12/12/2018,51.15,24.16183,,,,
12/13/2018,52.58,23.980734,,,,
12/14/2018,51.2,23.813078,,,,
12/17/2018,49.88,23.735176,,,,
12/18/2018,46.24,24.002954,,,,
12/19/2018,47.2,24.231201,,,,
12/20/2018,45.88,24.185204,,,,
12/21/2018,45.59,24.75992,,,,
12/24/2018,42.53,24.74398,,,,
12/25/2018,43.16,24.904388,,,,
12/26/2018,46.22,24.559135,,,,
12/27/2018,44.61,24.414764,,,,
12/28/2018,45.33,24.205605,,,,
12/31/2018,45.41,23.990273,,,,
1/1/2019,45.89,24.235172,,,,
1/2/2019,46.54,23.17987,,,,
1/3/2019,47.09,23.249344,,,,
1/4/2019,47.96,23.035215,,,,
1/7/2019,48.52,22.97203,,,,
1/8/2019,49.78,22.487452,,,,
1/9/2019,52.36,23.90702,,,,
1/10/2019,52.59,24.095861,,,,
1/11/2019,51.59,24.264841,,,,
1/14/2019,50.51,24.280766,,,,
1/15/2019,52.11,24.248672,,,,
1/16/2019,52.31,24.008661,,,,
1/17/2019,52.07,23.695139,,,,
1/18/2019,53.8,23.787916,,,,
1/20/2019,53.65,23.574884,,,,
1/21/2019,54.24,23.877586,,,,
1/22/2019,52.57,23.792624,,,,
1/23/2019,52.62,23.98703,,,,
1/24/2019,53.13,23.75577,,,,
1/25/2019,53.69,24.069843,,,,
1/28/2019,51.99,24.801067,,,,
1/29/2019,53.31,24.775866,,,,
1/30/2019,54.23,25.014357,,,,
1/31/2019,53.79,24.71171,,,,
2/1/2019,55.26,24.64766,,,,
2/4/2019,54.56,24.634932,,,,
2/5/2019,53.66,24.432856,,,,
2/6/2019,54.01,24.042044,,,,
2/7/2019,52.64,24.266409,,,,
2/8/2019,52.72,23.922785,,,,
2/11/2019,52.41,23.542263,,,,
2/12/2019,53.1,23.373394,,,,
2/13/2019,53.9,23.624044,,,,
2/14/2019,54.41,24.066416,,,,
2/15/2019,55.59,24.242632,,,,
2/17/2019,56.33,24.798178,,,,
2/18/2019,56.27,25.462582,,,,
2/19/2019,56.09,25.5596,,,,
2/20/2019,56.92,25.501732,,,,
2/21/2019,56.96,25.380127,,,,
2/22/2019,57.26,25.162775,,,,
2/25/2019,55.48,25.53677,,,,
2/26/2019,55.5,25.412436,,,,
2/27/2019,56.94,25.140636,,,,
2/28/2019,57.22,25.258297,,,,
3/1/2019,55.8,25.514645,,,,
3/4/2019,56.59,25.850306,,,,
3/5/2019,56.56,26.148136,,,,
3/6/2019,56.22,26.223804,,,,
3/7/2019,56.66,25.958286,,,,
3/8/2019,56.07,25.603249,,,,
3/11/2019,56.79,25.137365,,,,
3/12/2019,56.87,25.447428,,,,
3/13/2019,58.26,25.519726,,,,
3/14/2019,58.61,25.843046,,,,
3/15/2019,58.52,26.089638,,,,
3/18/2019,59.09,25.75545,,,,
3/19/2019,59.03,25.599092,,,,
3/20/2019,59.83,25.321241,,,,
3/21/2019,59.98,25.183252,,,,
3/22/2019,59.04,25.380936,,,,
3/25/2019,58.82,25.446127,,,,
3/26/2019,59.94,25.43697,,,,
3/27/2019,59.41,25.530237,,,,
3/28/2019,59.3,25.08721,,,,
3/29/2019,60.14,24.841711,,,,
4/1/2019,61.59,25.2007,,,,
4/2/2019,62.58,25.345453,,,,
4/3/2019,62.46,25.34793,,,,
4/4/2019,62.1,25.24479,,,,
4/5/2019,63.08,25.092138,,,,
4/8/2019,64.4,24.915632,,,,
4/9/2019,63.98,25.306734,,,,
4/10/2019,64.61,25.531113,,,,
4/11/2019,63.58,26.041752,,,,
4/12/2019,63.89,26.168217,,,,
4/15/2019,63.4,25.927168,,,,
4/16/2019,64.05,26.121376,,,,
4/17/2019,63.76,25.484447,,,,
4/18/2019,64,25.439878,,,,
4/22/2019,65.7,25.476885,,,,
4/23/2019,66.3,25.404753,,,,
4/24/2019,65.89,24.933073,,,,
4/25/2019,65.21,24.899336,,,,
4/26/2019,63.3,24.979315,,,,
4/29/2019,63.5,24.928343,,,,
4/30/2019,63.91,25.353878,,,,
5/1/2019,63.6,25.191378,,,,
5/2/2019,61.81,25.166874,,,,
5/3/2019,61.94,25.04515,,,,
5/6/2019,62.25,24.937815,,,,
5/7/2019,61.4,24.873686,,,,
5/8/2019,62.12,24.921713,,,,
5/9/2019,61.7,24.614237,,,,
5/10/2019,61.66,24.466589,,,,
5/13/2019,61.04,24.345148,,,,
5/14/2019,61.78,24.324032,,,,
5/15/2019,62.02,24.478926,,,,
5/16/2019,62.87,24.908262,,,,
5/17/2019,62.76,24.841742,,,,
5/20/2019,63.1,24.89207,,,,
5/21/2019,62.99,24.949827,,,,
5/22/2019,61.42,24.74936,,,,
5/23/2019,57.91,24.418777,,,,
5/24/2019,58.63,24.763233,,,,
5/26/2019,58.77,24.749168,,,,
5/27/2019,59.16,25.313,,,,
5/28/2019,59.14,25.444227,,,,
5/29/2019,58.81,25.14865,,,,
5/30/2019,56.59,24.759466,,,,
5/31/2019,53.5,24.52606,,,,
6/3/2019,53.25,24.577347,,,,
6/4/2019,53.48,24.421207,,,,
6/5/2019,51.68,24.936523,,,,
6/6/2019,52.59,24.842052,,,,
6/7/2019,53.99,24.872482,,,,
6/10/2019,53.26,24.236534,,,,
6/11/2019,53.27,24.475119,,,,
6/12/2019,51.14,24.431253,,,,
6/13/2019,52.28,24.27477,,,,
6/14/2019,52.51,24.564037,,,,
6/17/2019,51.93,24.559225,,,,
6/18/2019,53.9,24.589333,,,,
6/19/2019,53.76,25.47989,,,,
6/20/2019,56.65,25.891083,,,,
6/21/2019,57.43,25.613436,,,,
6/24/2019,57.9,25.556847,,,,
6/25/2019,57.83,25.301676,,,,
6/26/2019,59.38,24.739363,,,,
6/27/2019,59.43,25.136135,,,,
