Date,Real,Predicted
2020-06-03,37.290000000000006,27.266935
2020-06-04,37.410000000000004,27.14917
2020-06-05,39.550000000000004,27.088165
2020-06-08,38.190000000000005,27.043379
2020-06-09,38.94,26.834438
2020-06-10,39.599999999999994,27.125376
2020-06-11,36.34000000000001,27.014572
2020-06-12,36.260000000000005,26.917513
2020-06-15,37.120000000000005,26.477114
2020-06-16,38.38000000000001,26.437061
2020-06-17,37.96,26.22522
2020-06-18,38.84,26.230776
2020-06-19,39.74999999999999,26.504171
2020-06-22,40.460000000000015,26.68058
2020-06-23,40.37,26.96526
2020-06-24,38.010000000000005,26.83899
2020-06-25,38.71999999999999,26.726374
2020-06-26,38.49,26.5331
2020-06-29,39.7,26.421043
2020-06-30,39.269999999999996,26.275345
2020-07-01,39.82000000000001,26.352118
2020-07-02,40.64999999999999,26.556543
2020-07-03,40.279999999999994,26.787395
2020-07-06,40.63,27.143276
2020-07-07,40.61999999999999,27.433462
2020-07-08,40.9,27.403315
2020-07-09,39.62,27.69217
2020-07-10,40.55,27.494543
2020-07-13,40.1,27.4276
2020-07-14,40.28999999999999,27.193853
2020-07-15,41.199999999999996,27.085451
2020-07-16,40.75,27.050413
2020-07-17,40.59,26.966526
2020-07-20,40.81,26.561308
2020-07-21,41.96000000000001,26.796873
2020-07-22,41.900000000000006,26.865057
2020-07-23,41.07000000000001,26.8156
2020-07-24,41.29,27.024475
2020-07-27,41.60000000000001,27.302073
2020-07-28,41.039999999999985,26.99155
2020-07-29,41.27000000000001,27.309563
2020-07-30,39.92,26.929924
2020-07-31,40.27,26.655659
2020-08-03,41.00999999999999,26.640778
2020-08-04,41.7,26.695381
2020-08-05,42.18999999999999,26.545868
2020-08-06,41.949999999999996,26.909138
2020-08-07,41.219999999999985,27.192135
2020-08-10,41.94,26.99013
2020-08-11,41.61,26.930786
2020-08-12,42.66999999999999,26.791538
2020-08-13,42.240000000000016,26.508684
2020-08-14,42.00999999999999,26.28924
2020-08-17,42.89,26.558243
2020-08-18,42.89,26.500078
2020-08-19,42.930000000000014,26.380482
2020-08-20,42.57999999999999,26.750479
2020-08-21,42.33999999999999,26.73515
2020-08-24,42.620000000000005,26.891764
2020-08-25,43.35000000000001,27.0471
2020-08-26,43.39,28.031511
2020-08-27,43.04,27.768698
